1. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2973.html           score=1.0088185
2. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-3075.html           score=0.9137456
3. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2266.html           score=0.8261164
4. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1601.html           score=0.76765776
5. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2557.html           score=0.71334237
6. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-0950.html           score=0.68843037
7. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1468.html           score=0.68843037
8. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-3156.html           score=0.68843037
9. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2433.html           score=0.594452
10. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2570.html           score=0.594452
11. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2289.html           score=0.5686563
12. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1957.html           score=0.5663724
13. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2838.html           score=0.5339811
14. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2692.html           score=0.48292387
15. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2114.html           score=0.47197703
16. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-0141.html           score=0.41395304
17. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-0392.html           score=0.41395304
18. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1302.html           score=0.41395304
19. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2685.html           score=0.40970725
20. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2723.html           score=0.37758163
21. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2896.html           score=0.35849383
22. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1262.html           score=0.35481688
23. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1367.html           score=0.35481688
24. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1828.html           score=0.35481688
25. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2182.html           score=0.35481688
26. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2700.html           score=0.35481688
27. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1158.html           score=0.33452457
28. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2714.html           score=0.31291908
29. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2785.html           score=0.30728042
30. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-0371.html           score=0.29918474
31. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1795.html           score=0.29568073
32. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2952.html           score=0.29568073
33. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2895.html           score=0.292709
34. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1811.html           score=0.2897068
35. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1660.html           score=0.28207406
36. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1952.html           score=0.28207406
37. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2007.html           score=0.28207406
38. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2342.html           score=0.2644649
39. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2401.html           score=0.25606704
40. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2865.html           score=0.25606704
41. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-3059.html           score=0.25606704
42. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2080.html           score=0.2508934
43. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-3073.html           score=0.2508934
44. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1796.html           score=0.2493206
45. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-0270.html           score=0.2468148
46. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-0804.html           score=0.2468148
47. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1342.html           score=0.2468148
48. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2226.html           score=0.2468148
49. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2325.html           score=0.2468148
50. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1569.html           score=0.2365446
51. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-3044.html           score=0.2365446
52. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2884.html           score=0.23321806
53. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2851.html           score=0.23140681
54. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2902.html           score=0.21591799
55. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2950.html           score=0.21591799
56. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-3166.html           score=0.21591799
57. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1551.html           score=0.21374789
58. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1374.html           score=0.21155554
59. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1658.html           score=0.21155554
60. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1851.html           score=0.21155554
61. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1953.html           score=0.21155554
62. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2417.html           score=0.21155554
63. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2505.html           score=0.21155554
