1. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-3127.html           score=1.1755296
2. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1461.html           score=0.50642985
3. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-3068.html           score=0.40902123
4. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2111.html           score=0.3230007
5. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2069.html           score=0.31651866
6. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2740.html           score=0.30766326
7. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1462.html           score=0.28890023
8. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1728.html           score=0.28890023
9. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2597.html           score=0.28045723
10. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2246.html           score=0.27498606
11. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1750.html           score=0.2741132
12. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2372.html           score=0.26916727
13. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1247.html           score=0.26857498
14. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2080.html           score=0.26857498
15. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2482.html           score=0.26857498
16. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2867.html           score=0.26857498
17. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2379.html           score=0.26133278
18. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-1680.html           score=0.24681911
19. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2319.html           score=0.24613062
20. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2840.html           score=0.24135262
21. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-3025.html           score=0.24135262
22. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2621.html           score=0.23838985
23. /Users/manusaxena/Documents/InformationRetreival/cacm/CACM-2541.html           score=0.23371433
